@relation trainfeatures

@attribute instance_id string
@attribute repetition numeric
@attribute A numeric
@attribute B numeric
@attribute C numeric
@attribute D numeric
@attribute E numeric
@attribute F numeric
@attribute G numeric
@attribute H numeric
@attribute I numeric
@attribute J numeric
@attribute K numeric
@attribute L numeric
@attribute M numeric
@attribute N numeric
@attribute O numeric
@attribute P numeric
@attribute Q numeric
@attribute R numeric
@attribute S numeric
@attribute T numeric
@attribute U numeric
@attribute V numeric
@attribute W numeric
@attribute X numeric
@attribute Y numeric
@attribute Z numeric
@attribute AA numeric
@attribute AB numeric
@attribute AC numeric
@attribute AD numeric
@attribute AE numeric
@attribute AF numeric
@attribute AG numeric
@attribute AH numeric
@attribute AI numeric
@attribute AJ numeric
@attribute AK numeric
@attribute AL numeric
@attribute AM numeric

@data
TvZLtjshrAWZzdGXsAgg,1,2.021072,4.6136,2.779301,-0.89196,2.393011,-1.778544,0.107832,-3.418982,-0.577273,0.436584,0.101383,-0.760243,-0.345886,-0.49888,-1.584891,1.018515,-1.235429,-1.711658,-1.696149,0.641532,-0.169285,0.025358,0.711412,-0.877936,1.444713,-0.74184,0.152446,-1.367167,1.079616,-0.411267,0.143402,-0.976451,-1.045411,-0.335201,0.633968,-0.122361,-0.117158,-0.542836,0.514784
WyLzUraptMJyjlhhSjXU,1,-6.618278,2.005404,0.547153,-3.454446,-0.720062,1.562502,-1.008682,1.915136,-2.710178,0.486629,2.43292,1.461603,-0.206191,0.140788,0.006625,-0.035668,0.362313,-0.494406,-0.398076,-1.126299,0.375038,-0.695541,-1.034906,0.409916,0.01891,0.644392,-0.673011,-0.002953,0.05956,-0.372554,0.145951,-0.155901,0.047532,0.120316,0.288908,-0.256375,0.413434,0.096236,0.132275
kntrnZtNGEDQtCSBzizE,1,5.509782,1.977475,-2.482214,0.737014,0.003394,3.11964,-1.94228,-0.061901,-0.08468,1.465469,0.360016,1.395572,0.851016,0.912015,0.81188,-2.011713,-0.299184,0.337418,3.002753,0.167485,1.977254,0.187865,0.246664,-0.955829,-1.249458,1.275181,1.065568,0.529062,1.324299,-0.277819,0.59838,-1.425863,1.017775,0.722752,-0.434776,-0.868455,-0.301495,-0.241454,0.042124
JfMpTVvEOntzEJizeZtQ,1,-5.207865,-1.71088,-3.939926,4.047077,-0.833783,-4.309883,-0.206617,0.458044,-0.31106,1.740622,-1.337867,-1.781465,1.366659,0.422116,0.937687,-0.508973,0.618038,-1.246945,1.872503,0.414073,-1.408932,0.107961,-0.485189,-0.487732,0.335964,0.316871,-0.201719,0.027643,0.228103,-0.899307,-0.361777,0.684656,-0.101735,-0.340001,0.168528,-1.291076,0.055246,1.350727,0.350981
nETCFktdbrGNoEuwwXqg,1,-6.930696,2.333969,1.524646,-3.537522,-0.272022,1.272806,-0.058453,-0.066767,1.673431,0.836221,-1.116034,-1.360944,-0.788417,1.363314,-0.943262,-0.572437,-0.66085,0.845952,0.072906,0.632988,-0.266784,0.218438,-0.070493,0.111659,-0.314599,0.012357,0.736422,0.240572,0.047059,-0.197934,-0.210519,0.241901,-0.168999,0.075653,0.204265,0.172237,-0.067264,-0.094142,-0.170341
nrZRsAvFyIvfqEzdbqld,1,-8.164957,3.113673,0.440019,-4.247968,0.75706,2.276965,-0.423907,0.108097,2.223353,0.769101,-2.417869,-1.845708,-0.948213,1.593096,-1.057694,-0.49077,-0.858518,1.275808,0.017339,0.729114,-0.636072,0.210967,-0.459327,0.242487,-0.3313,0.334249,1.202945,0.549588,0.266018,-0.715336,-0.618128,0.468944,-0.184723,0.492643,0.107585,0.954572,-0.139051,-0.185331,0.059193
eIVpkxxjKgdLxWTZDGRU,1,-0.666594,0.203775,2.738669,0.187866,-2.08066,-0.02166,-0.130817,0.725835,1.134609,1.578498,-0.886232,-0.597488,-1.998154,-2.866493,0.085235,-1.304955,-0.124911,-0.291145,-1.529842,0.246434,0.163049,-0.042917,-0.288356,-0.037217,-0.234151,0.846903,-0.926278,-0.018827,-0.21576,0.630312,0.334215,-0.630709,0.049938,0.020797,-0.618637,-0.115011,0.564017,0.249956,0.30362
WNfKtZkFNOftrAiuQWNb,1,0.482305,-7.791911,0.850951,-1.168393,1.986539,0.935096,-0.202601,-0.938268,1.307136,0.064405,1.177436,1.211607,2.425528,-0.183613,-1.298967,-0.235869,-0.323535,0.484268,-0.927387,1.449151,-0.870696,-0.38495,0.67102,-0.344616,-0.310889,-0.062419,-0.324484,-0.350206,-0.204407,0.023995,-0.331766,-0.389397,0.091579,0.151291,-0.268365,-0.088601,0.552005,-0.22406,0.238774
eftJYdPYnrcCVbVeSQEg,1,1.795556,-1.614992,-0.953956,0.130826,-0.427284,0.836156,-2.264023,0.045212,-1.730111,3.119502,-1.187343,-0.038472,0.634592,1.41063,3.179896,-0.122469,-0.3363,-0.595163,-0.639162,0.080107,-0.161056,1.475329,-1.594581,0.713259,2.699493,0.454288,-0.927469,0.626606,-0.914943,2.194114,-1.146683,-0.457939,-0.456516,0.775646,0.062007,1.008995,-0.843363,0.52193,-0.571896
yACETgOySAlUXBuKaDpM,1,-0.876857,-9.493628,-0.415771,-0.359796,1.639691,0.449689,-1.670977,-0.860059,1.084709,0.574508,-0.373232,0.436349,0.892239,-0.132306,-0.268344,1.099937,0.148861,1.05345,-1.2433,-1.692306,-0.287099,-0.066793,0.406358,0.893309,0.284762,0.077421,0.029875,0.305546,1.384432,0.096103,0.011923,0.072091,0.260349,0.077872,0.421088,-1.280921,-0.557326,-0.683645,0.215331
gIaTwDRkwivPghRwtucg,1,-7.684098,4.698962,-3.296974,4.60742,1.287652,-4.715252,5.201915,-1.496168,1.20121,1.465838,1.731477,-0.625507,5.57947,2.188393,0.554551,0.727114,0.484971,-0.90018,2.410535,0.132163,1.535798,0.823868,0.819528,0.622139,-0.694995,-1.401419,-0.248073,0.857841,-0.782094,-0.36516,0.881127,0.246961,-0.12177,-0.081508,-0.290845,0.279817,-0.691038,0.684559,0.577857
qhAtJangVcpVREQhURzN,1,4.877823,1.230172,-0.273577,0.078666,1.052077,-0.057335,-2.920388,-1.317654,0.119741,0.697135,-1.309249,-0.633419,-1.162152,0.393342,1.195565,-1.365342,0.864571,-1.421523,2.106685,1.184815,0.175843,0.192354,1.292662,-0.865386,-0.125021,1.353752,-1.200899,1.032135,-0.099857,-0.581101,-0.238984,-0.759209,-0.321844,0.584055,0.369913,-0.134727,0.306339,0.382501,0.806179
QZKIbJTjDDiEaBDjlIRV,1,3.023631,-0.195444,3.362391,2.255874,1.231826,1.171594,2.423604,-0.513388,-1.209246,-2.328006,-0.920788,1.294768,-0.647585,0.746061,1.313233,-0.817777,1.335018,0.398031,0.25253,-0.535772,0.274854,-0.771344,-0.561615,0.359579,-0.437045,0.403213,0.07558,0.59101,0.306791,-0.544252,-0.647979,0.271671,0.148362,0.060619,-0.407829,0.575544,0.129004,0.068621,-0.474644
mQVceWIkkYCwiCAVIoMF,1,-6.85485,2.239195,1.662784,-3.448485,-0.397785,1.067786,0.001403,-0.110555,1.606794,0.852672,-0.947292,-1.351032,-0.811761,1.379408,-0.932429,-0.557101,-0.634172,0.800405,0.099812,0.63465,-0.219045,0.193736,-0.054005,0.116844,-0.278371,-0.059549,0.643652,0.283188,-0.043977,-0.193116,-0.148435,0.201388,-0.130272,0.068224,0.157454,0.108801,0.040576,-0.084515,-0.226236
qssZCDeHJCKYnKGEoqsr,1,-1.631003,0.492977,0.837261,0.37399,-3.696195,-0.310462,-0.880046,0.210564,-0.596025,-2.04074,-1.674859,0.568841,0.287861,-0.312749,0.159004,0.420274,-0.262881,0.207621,0.016314,-0.265723,-0.191986,0.266703,0.603126,0.074986,-0.275239,0.012628,-0.158679,-0.084641,0.249411,-0.047889,-0.026941,0.145235,-0.136617,-0.023767,-0.075477,0.070976,-0.213838,0.161158,-0.005
gumrntsPujTaTCoGVUsK,1,0.394859,0.728138,2.552873,0.568319,-0.074893,-0.61917,0.931523,-0.695898,1.902503,0.664545,0.269775,-0.120411,-0.624889,-2.022385,0.115681,0.046438,0.703382,-0.873609,-0.373829,0.575495,-0.413706,0.216568,0.789326,-0.00675,-0.42029,1.149229,-0.410657,0.277474,0.321468,-0.347363,-0.175312,-0.218783,0.415338,0.281891,-0.843802,0.151561,-0.151252,-0.068628,0.258707
zVKfwBGTbZrBnpEvCETZ,1,-1.416597,-2.407733,1.781466,-0.973135,-3.380334,1.61567,-0.581881,1.81561,-0.471047,1.893441,-1.409452,0.598388,1.491468,-0.64549,1.203407,-0.945023,-0.436092,-0.319223,-0.571828,-0.124369,1.556396,0.365315,-0.761697,-0.3494,-0.067033,0.917023,0.218823,-0.027794,-0.687847,0.905444,0.05488,-0.274737,-0.14761,-0.163968,-0.07802,0.498405,-1.012446,-0.025223,0.12264
EmtUqKZyeFvUdMEvEGIw,1,-1.986676,0.559799,0.614021,0.171202,-3.491431,-0.382014,-1.056234,0.196191,-0.511861,-1.769185,-1.423477,0.473914,0.244117,-0.225823,0.03498,0.310046,-0.217237,0.125242,0.058068,-0.127247,-0.2275,0.313679,0.732251,0.03544,-0.252012,0.048906,-0.243141,0.015652,0.196505,0.132287,0.196055,-0.077085,-0.10665,0.072324,0.077871,-0.094712,-0.245351,0.16552,0.067354
GZsIXOQnwAPnvBhSCniG,1,-1.788454,0.384421,0.825802,0.209025,-3.565538,-0.31875,-1.034895,0.274019,-0.531151,-1.818831,-1.560633,0.462443,0.10103,-0.349884,0.101142,0.334613,-0.194679,0.160486,-0.067028,-0.152239,-0.335698,0.296209,0.709286,-0.01492,-0.216231,0.094049,-0.269613,-0.016514,0.166746,0.092634,0.136795,-0.018201,-0.121594,0.055733,0.031924,-0.105275,-0.384482,0.276835,0.160529
DpfsSYlvanIoLsgfnrnR,1,-5.854916,0.831916,3.185592,-2.517949,-1.1892,0.379985,1.153422,0.106775,1.131023,0.900748,0.316864,-1.083557,-0.907457,1.026132,-0.815296,-0.563717,-0.50873,0.471347,0.188571,0.553853,0.339274,0.111774,0.229896,-0.140601,-0.058182,-0.45825,0.218487,0.099856,-0.303233,0.256801,0.1672,-0.041222,-0.112228,-0.249109,0.248914,-0.615813,0.182235,-0.017204,-0.359599
QWJJvGbOAVwxTDipSqox,1,1.952414,1.060581,0.743528,2.468895,-1.687358,0.32558,0.323077,-0.694283,1.289573,-1.51216,-0.800888,0.387811,-0.076417,-1.469562,-0.393066,0.271914,0.411113,-0.620642,0.270981,0.124433,0.262839,-0.255812,0.28861,0.470128,0.337217,-0.314219,-0.26784,0.36069,0.336114,-0.606909,-0.542429,0.644178,0.145933,-0.102527,-0.40946,0.260002,0.423331,-0.306862,-0.52604
PpyndfQiArFIljomypMQ,1,7.764924,2.448243,3.209771,0.198951,5.551644,-0.696846,-2.362367,-0.733365,-6.527086,2.127876,-3.436938,-6.002239,2.151977,-0.526634,-5.686267,0.218462,0.277407,1.481681,0.349601,0.425376,-0.659223,-0.129182,1.759443,1.976239,-0.342734,1.545616,-1.244096,0.936794,-0.651586,0.88311,1.260965,0.572812,0.433029,-0.073694,0.23845,-0.86543,-0.16946,0.024546,-0.329113
XeRVCjAGksEYkTGasoqk,1,-1.562202,0.406251,1.033223,0.382012,-3.654821,-0.275048,-0.798017,0.233889,-0.50913,-1.93687,-1.670263,0.492454,0.160194,-0.298892,0.137322,0.382227,-0.247472,0.173266,-0.030764,-0.276121,-0.210867,0.236203,0.566849,0.077711,-0.228854,-0.049199,-0.225256,-0.103293,0.250006,-0.03886,0.038103,0.100044,-0.104228,0.014535,0.012754,-0.031091,-0.190812,0.238487,0.056207
cpfptkHRQiePJefMWazB,1,-3.119555,1.73673,0.508137,-0.344399,-2.071348,0.194146,-0.627186,0.428511,1.014057,1.421676,-0.691894,-0.684333,-0.353711,-1.240351,0.105611,-0.3955,0.131329,-0.378197,-0.553416,0.145635,0.4651,0.077812,0.774956,0.43929,-0.148664,0.486884,-0.080644,-0.406896,0.893594,0.484682,0.363447,-0.357938,0.425552,-0.221488,-1.498585,0.925482,-0.36986,-0.708755,-0.004598
jQPSrcqMrcXVcuQlrKeH,1,-3.326977,-4.837048,0.511842,-1.655662,-2.152078,1.491901,-1.952213,0.584713,-0.105513,1.019365,-1.442751,1.228217,2.126369,0.102158,-0.66096,-0.915948,-0.519849,0.82355,-2.051813,0.12935,0.693194,-0.850561,-1.633483,0.022717,0.693342,-0.679084,0.490028,-0.214395,-0.615863,-0.238062,-0.381063,-0.092195,0.77519,-0.330381,-0.630403,-0.746994,-1.932571,-0.512746,0.866536
DOXszZqTPTXNJlrOcBIM,1,2.871343,0.74379,2.19321,1.280383,1.533676,1.176803,2.511099,0.779941,-2.030379,2.08999,0.495358,-0.342656,-1.176317,0.09775,2.616447,-0.411025,-0.288364,1.003243,-1.178312,0.54418,0.365288,1.160809,-0.915392,0.05976,0.031359,0.458446,-0.35599,0.938772,-0.204673,1.055483,-0.160834,-0.327441,-0.194664,0.254719,-0.928903,-0.238489,0.023921,0.282021,0.598014
NBXtIziRjCiZJYmjtxFI,1,2.666629,3.078903,-2.255641,3.529921,-0.039921,-0.201839,2.020061,-1.419893,1.318464,0.280792,3.115134,0.594819,0.836555,-1.703213,0.599223,1.48625,-0.15946,1.999088,-2.406495,-0.4734,-2.962129,-0.95378,-2.002366,1.931501,-1.824299,0.871238,-0.524213,-0.899575,1.195522,0.565788,-0.956291,1.98794,-0.423068,-0.326659,-0.168144,-0.276822,2.323244,-2.414209,-2.956104
isDjoPXAxzhSALBQEHWV,1,-0.272653,5.841294,-0.817427,4.727231,1.025156,-3.359458,2.610812,-0.442558,2.151763,3.448582,1.217678,2.213073,1.560847,-2.089459,-0.755976,0.482805,1.581961,-0.970971,-1.210776,-0.659726,0.150803,0.24447,-1.580198,1.038071,-1.38364,1.046254,0.300134,0.397479,0.611318,-2.082261,-0.826631,0.246273,0.690388,0.582698,0.368405,-1.050703,-1.076304,-0.314158,-0.635952
KodnCoRVtdlinwcWYftq,1,2.190104,4.639222,2.93519,-0.720936,2.707347,-1.96861,0.039739,-3.280973,-1.088697,0.617182,0.069493,-0.244632,0.100864,-0.734322,-0.919516,-0.285772,0.918507,0.491214,-0.93563,0.649442,-0.025182,-0.886236,0.615491,-0.633671,0.768372,-0.341282,0.345673,-1.138631,1.107282,0.047952,-0.244046,-0.854089,0.073469,0.374982,1.082729,0.021148,0.05418,-0.499124,0.501161
gLTdqrSQCObSeSJbrlCb,1,-6.490489,1.61832,0.636382,-3.39094,-0.912594,1.404667,-0.946557,1.7609,-2.489474,0.05105,2.225704,1.179104,-0.384053,0.499042,-0.150832,0.113655,0.21099,-0.238861,-0.093032,-0.921048,0.120495,-0.498417,-0.533858,0.356267,0.019459,0.242323,-0.751429,0.072355,0.010457,-0.169586,0.322325,-0.256932,0.009188,0.141939,0.363568,-0.304133,0.513487,0.194292,0.14057
supgesKfDQqtHftxPrFI,1,0.399316,-7.156415,0.341935,-1.543209,1.479115,0.948107,-1.208208,-1.081664,1.410105,0.387073,0.935654,1.478921,3.235021,-0.057395,-1.453893,-0.267056,-0.342541,0.529542,-1.390975,1.463837,-1.340894,-0.343209,0.889282,-0.323657,-0.507833,0.07143,-0.530254,-0.69965,-0.146151,-0.034914,-0.628221,-0.042199,-0.078177,-0.18483,-0.383252,0.006351,0.546395,-0.000931,-0.234904
QUpELHxZabovifZbmkvr,1,0.500397,0.04127,3.513716,1.216184,0.342381,0.968733,3.868375,1.320767,-1.882884,1.665557,0.471578,-1.203146,-1.625472,-1.977033,2.0204,0.474838,-1.213062,0.532636,-1.687964,0.815499,1.446968,0.861774,-0.635408,-1.834772,0.964707,0.801528,0.041223,-0.874893,0.1171,1.314874,0.305933,-0.216054,-0.422131,-0.254092,-0.011756,-0.369651,0.069641,-0.41427,1.061767
frKaFafpbbppEyjaEalw,1,3.571033,1.375399,-2.092167,-3.242051,-0.612858,-2.429996,0.144935,-0.668653,0.964614,-0.620392,0.523805,0.895216,-1.269433,-0.885941,0.372419,1.336818,-0.64194,-0.539666,2.223532,1.193399,-0.531533,-1.518523,1.513589,0.533558,-0.301294,1.389884,-0.371161,-0.201479,-0.835294,0.489527,-0.284645,-0.032505,0.191186,-0.565522,-0.347939,-0.252854,-0.332685,0.463852,0.806694
PcfmICQqUJERcoOPFZif,1,2.237837,0.232318,1.98898,1.320279,-0.219799,0.516897,1.079507,-1.402021,-0.204393,-3.422239,-0.099096,0.82149,-0.530568,-0.123658,-0.31537,1.300483,-0.399116,-0.131012,0.788707,-0.085254,-0.401469,0.020352,-0.100133,-0.585294,0.281154,-0.09535,0.03652,-0.236219,-0.025101,-0.553481,-0.477414,-0.06186,-0.195291,-0.335406,-0.228607,0.031373,0.215101,-0.728149,0.600996
gqfetwtwfPgdTnztNHTA,1,-5.704246,-4.23035,-4.405415,2.472521,-0.635615,-2.100652,-1.173948,2.741682,-1.561021,1.405712,-0.026325,-2.08471,-1.033861,0.608485,-0.226891,-1.516778,-0.159154,-0.694723,2.573302,1.073232,-1.047788,0.414785,0.650749,-0.551253,-2.302754,-0.08117,-0.531723,-2.652281,0.138786,-0.309192,-0.645234,0.092552,-0.22368,0.09376,-0.760508,1.250537,-0.05204,-0.486432,0.519731
sIYsbbEtBUIwtyDYJsJR,1,3.03969,-1.934158,-1.782541,-1.259375,-0.285962,2.51982,-3.473379,-1.196622,1.60014,1.177536,1.754527,1.311967,2.00397,0.734153,-0.297975,0.850211,0.415056,-0.823394,1.4808,0.269108,-0.475653,-1.452618,-1.568495,-1.204682,0.339448,0.473652,-0.454683,0.484796,-1.94605,-0.914817,-0.488173,0.95286,-1.28013,-1.506764,-0.422454,1.842541,-1.901037,0.632528,-1.122055
bVLlAaFsPhalCkirZHfI,1,3.553718,1.833229,1.768129,-0.11857,1.792607,-2.147695,1.092655,1.775838,0.495069,-0.701119,1.772428,-0.857209,-0.004716,-1.70862,1.44416,0.413952,0.981076,-0.216732,-2.722563,-1.230568,-2.573433,0.500342,-1.440587,2.129328,-2.970496,-0.179101,1.079607,-0.87735,-0.553624,-1.622236,-0.183864,-0.586389,0.207608,0.847999,-0.488228,0.227655,0.070941,0.816514,1.03265
bClVvPcgWdlYYwfZUoGk,1,7.23686,3.569743,2.57773,0.080162,4.764463,-1.944934,-1.82273,2.758636,-7.359155,3.668561,-3.200119,-2.465508,2.10209,-0.973484,-5.162248,0.371988,1.313124,3.35853,1.500287,0.097617,2.272557,-1.615411,-0.294468,-1.972288,-0.244402,0.862704,-0.247465,0.85661,0.190917,0.204439,0.395889,0.211836,0.254511,-0.508917,-0.088121,-0.011659,0.23447,-0.504526,-0.413687
YrKUHceCyzzwuhqwpXek,1,3.111453,0.173483,3.428918,2.45551,1.586292,1.603069,2.546073,-0.754266,-2.046644,-1.947778,-1.255753,0.933916,-0.83663,1.852023,1.049696,-0.002408,-0.429955,-1.093937,-0.470358,-0.638611,0.263217,0.607998,-0.452724,0.177621,0.859456,0.424333,-0.128239,0.2449,-0.012807,-0.698047,-1.282051,-0.281452,-0.430231,-0.561548,-0.560257,-0.201223,0.055933,-0.971946,0.396811
mdZrSczHeQDfEBiRVkpv,1,3.348479,-1.198726,1.580339,1.310992,0.607199,1.751858,1.139309,0.984033,-0.163932,0.758635,1.084768,-0.114466,0.018086,-1.312386,0.606323,-0.009707,0.329552,0.341612,-0.15639,-1.140794,-0.809909,0.22795,-0.617662,1.129152,-1.146264,-0.950368,1.563156,-0.049658,-0.789917,0.156394,0.093798,-0.747646,0.552206,0.810377,-0.363581,1.108848,-0.543857,0.757205,0.402164
HFrDdlYfnlUeWCdUMKfD,1,-1.532701,0.370415,0.897698,0.357136,-3.671789,-0.216878,-0.911479,0.253885,-0.467875,-1.917693,-1.634253,0.499912,0.158849,-0.352875,0.090516,0.352041,-0.234904,0.187524,0.012526,-0.198586,-0.160198,0.232982,0.609843,0.030187,-0.166164,-0.045445,-0.24186,-0.067541,0.228681,0.042563,0.0159,0.07505,-0.118262,0.035754,0.002171,-0.010322,-0.221295,0.23608,0.087484
lgaubbeqtigoXZQBgcJD,1,4.245675,-0.409802,2.574242,0.891647,2.355818,1.637417,1.334156,0.630748,-1.868746,1.21991,-0.68799,1.126515,-0.189275,0.817237,2.663006,-2.011036,1.28603,-0.804138,0.591796,-0.864062,0.838354,-0.183335,-0.932904,-0.006816,-0.14691,1.547654,1.173724,0.62685,0.378477,1.313009,-0.508792,-1.173266,-0.626106,-0.641446,0.616582,0.051355,-0.502839,-1.398518,0.322668
QzQQIhXnmNBLUGCLijSq,1,-0.419444,-9.074596,1.605005,0.123944,1.260295,1.658866,0.855762,1.423305,1.650513,1.796652,0.359081,-1.203348,0.116026,0.146695,0.178619,0.959176,0.429902,0.219491,1.412906,-1.571539,-0.662945,-0.035429,1.337139,0.188397,-1.170764,0.935719,-0.622699,-0.405208,1.343677,-1.185999,-0.349471,0.212648,0.008929,0.452478,0.149456,-0.6872,-1.404826,-0.505293,0.145105
JCmqCAJFSmjXlHTCwfyi,1,3.829164,3.010467,1.359239,0.292785,1.626953,-0.415137,-1.232371,-0.081293,-3.874742,1.595966,-0.82481,-1.518033,0.826923,-0.406374,-1.005213,-0.398883,0.522503,1.466851,0.073998,0.058771,0.881581,-0.952397,-0.400071,-1.215489,0.296876,-0.566096,0.24131,-0.412739,-0.612469,-0.066838,0.03523,-0.527127,0.506818,0.14237,0.247713,-0.086865,0.326196,-0.404503,0.718419
gvaZcbtzHHPYiQeepuam,1,0.630297,1.197363,1.716297,0.459862,-0.160302,-0.337603,-0.068397,-0.788811,1.974197,1.37902,0.438615,-0.309949,-1.517613,-2.917219,0.196324,-0.382216,0.646038,-0.938304,-0.861663,0.911561,0.050576,0.147245,0.419927,-0.474446,0.147379,0.853409,-0.082435,-0.240872,0.072777,0.538625,-0.073856,-0.109096,0.228242,-0.057492,-0.915407,0.163837,0.133316,0.42542,0.289047
aGEiNyHodnuiSYKjiQBp,1,-6.216997,1.273963,0.972856,-3.24359,-1.184807,1.24205,-0.746009,1.557423,-2.271942,-0.434808,2.05945,1.01652,-0.587151,0.732524,-0.328571,0.187503,0.037348,0.057382,0.020125,-0.728724,-0.102145,-0.301217,-0.087642,0.276643,-0.058642,-0.000362,-0.701389,-0.052418,0.141114,0.124171,0.422142,-0.296011,-0.069261,0.095738,0.453586,-0.423155,0.416213,0.33224,0.063009
LvuIEJXrrfuBVqhqBwRF,1,6.069204,-1.227096,-5.33872,-2.842848,-2.413992,1.840404,-0.0397,-0.880413,0.325294,0.233121,1.142873,0.396845,1.099481,-0.906499,0.846307,0.512427,-0.578572,0.303869,1.282509,1.337155,0.738022,-0.126488,-0.670851,0.160202,-0.778845,0.762831,0.838569,0.73032,0.378627,-0.88959,0.676365,-0.627331,-0.208369,-0.148738,0.794184,0.518865,-0.118724,-0.012891,-0.091659
gcKVewjCVToKVHaRrQOg,1,3.031892,4.815252,3.155785,-0.42254,2.898204,-2.503115,0.000554,-2.236135,-1.2323,1.669198,0.2433,-0.364011,0.659664,-2.325243,-1.637499,0.306135,1.339574,0.167355,-1.569053,0.070784,-0.262192,-0.805635,-0.703018,0.389737,-0.21049,0.015417,0.754629,-0.61755,0.546638,-1.030209,-0.6681,-0.534449,0.093519,0.940168,0.663183,0.034756,-0.574673,0.005467,0.327093
uNJPAvRAdMyhgIVcPSYx,1,4.663207,2.830859,0.368465,0.44946,1.393192,0.66096,-1.179177,-0.565875,-2.966792,0.473553,0.237087,-1.643424,0.504718,0.146243,-0.961845,0.676719,-0.793524,0.509038,0.494017,-0.022244,0.258471,0.068365,-0.139923,-0.593928,0.994355,-1.192639,0.117254,-0.836829,-0.837656,-0.065484,-0.219585,0.090934,0.250132,0.012049,0.101038,0.047313,-0.153072,-0.256138,0.50071
NLEXsBqWqmpaaVMuOIBv,1,-1.577593,0.274705,1.260581,0.352931,-3.47343,-0.335234,-0.578417,0.264788,-0.616795,-1.827204,-1.561191,0.490658,0.133774,-0.30892,0.215078,0.436615,-0.35187,0.051391,-0.131864,-0.296374,-0.199152,0.233749,0.424788,-0.124167,-0.227512,0.014155,-0.173248,-0.150973,0.129148,-0.113072,0.069597,-0.051925,-0.18358,0.065563,0.080876,-0.104399,-0.304464,0.302193,0.06629
CrcfyjTqgMcOglkIxasX,1,4.358761,3.952505,-0.05049,-2.484829,1.748673,-5.070907,-0.152985,3.39094,1.540619,-3.935089,1.506771,-1.657535,0.133341,-0.185765,1.453284,-0.752355,0.764888,0.163867,-1.692592,-0.281385,1.330353,-2.112243,-1.006986,-0.609203,1.201296,-0.119019,0.493752,-1.175634,0.116883,-0.816661,-1.457098,1.391722,-0.10318,-0.117132,-0.806336,0.717462,0.90299,-0.157346,-0.831557
DwTLZGEmtYZscnfwYoXj,1,5.453988,3.502589,1.016394,-0.126574,3.203586,-1.002154,-1.2654,2.487247,-1.339826,3.599104,-1.425731,4.646653,-0.566486,2.29119,2.242327,-2.342048,1.967126,-0.284543,-0.101633,-0.205502,0.496274,0.825136,-1.098913,-1.382291,-0.525742,0.582253,-0.344717,1.070836,0.16119,-0.436046,-2.13094,-0.993665,-0.372982,0.064635,0.315931,-0.330517,0.222728,-0.697485,-0.417683
qhssaakrAEfaONSEtxzN,1,-1.214952,0.81771,0.677813,0.974781,-3.718247,-0.323115,-0.908441,0.376706,-0.28187,-1.146974,-1.552053,0.356642,0.163365,-0.638374,0.148657,0.104184,-0.053286,-0.113076,-0.172434,-0.185126,0.216635,0.083335,0.302123,-0.060413,0.037942,0.119015,-0.29984,-0.113057,0.104553,-0.155557,-0.158497,-0.030275,0.074413,0.225645,0.033381,-0.120927,-0.17882,0.260293,0.028624
VztjWKLpyfTfEizFeWpD,1,-1.842568,0.274471,1.132748,0.187758,-3.455086,-0.423003,-0.668432,0.193911,-0.510345,-1.823446,-1.406375,0.416097,0.169288,-0.195581,0.106912,0.342287,-0.242407,0.254512,0.048227,-0.144439,-0.254595,0.286143,0.593452,-0.036366,-0.307343,-0.033461,-0.231593,-0.076236,0.068424,0.068985,0.111697,-0.1326,-0.134185,0.204146,0.183654,-0.122457,-0.127111,0.306087,0.096971
FhhliZasHQWhdqkCVrQy,1,-1.059576,-0.064872,3.307027,-1.362418,1.262707,0.486262,1.826782,-1.468623,1.149147,-1.209337,2.953951,0.404662,-1.594828,0.078032,-0.814386,0.281868,0.064533,-0.290841,1.102439,0.814496,-0.055979,-0.038802,0.020104,-0.491213,0.23217,-0.395778,0.140685,0.454743,-0.639707,0.385016,0.350505,-0.000589,-0.037641,-0.436474,0.061732,-0.621959,-0.151499,0.227072,-0.101673
CJTsgLkHGNVkLRcaJZqP,1,-7.016259,4.591198,-3.733113,3.446632,2.341391,-2.756107,3.648443,-1.256615,1.551041,1.247831,2.058714,-0.411621,3.658408,1.070659,-0.091853,0.624645,0.728765,-0.993213,1.580251,0.235481,1.162327,0.134827,0.868361,0.783607,-0.526431,0.043279,-1.35631,0.906061,0.041997,-0.215258,0.813308,-0.055389,0.273548,0.14832,-1.495798,0.55331,-0.12232,0.253468,0.369465
beZQowfKUPlpOzSlLOpY,1,4.634448,2.529178,-0.743614,-1.26832,1.03581,-0.821227,-1.943401,0.813111,-0.120204,-0.166253,0.853236,0.226765,0.246587,0.677133,0.392552,1.099628,-2.359783,-3.313826,-0.711091,-0.036405,0.539798,1.448407,-1.220244,-1.355978,1.306859,0.335982,-0.215061,-0.638314,-1.082466,-1.147123,-0.696397,0.56995,0.25931,0.435486,0.239541,0.227292,-0.034878,0.032628,0.424024
